sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00006386,2024-01-26,2024,Q1,January,New Zealand,Oceania,Tauranga,iPhone 14 Pro,iPhone,64 GB,Product Red,892.48,5,1,847.86,847.86,NZD,1.63,1382.01,Apple Store,Cash,Government,35–44,iOS 15,3.8,Exchanged
APPL-00000262,2022-01-07,2022,Q1,January,Australia,Oceania,Adelaide,HomePod mini,Accessories,,Black,105.29,3,4,102.13,408.52,AUD,1.53,625.04,Corporate / B2B,Net Banking,Government,35–44,,,Kept
APPL-00000273,2023-06-02,2023,Q2,June,Australia,Oceania,Adelaide,Mac mini (M2),Mac,1 TB SSD,Gold,627.16,0,2,627.16,1254.32,AUD,1.53,1919.11,Online (Apple.com),Gift Card,Education,25–34,,4.1,Kept
APPL-00006197,2023-06-28,2023,Q2,June,New Zealand,Oceania,Auckland,Apple Watch SE (2nd Gen),Apple Watch,,Midnight,253.79,7,2,236.02,472.04,NZD,1.63,769.43,Carrier Store,EMI / Installment,Education,35–44,,3.7,Kept
APPL-00000284,2024-10-09,2024,Q4,October,Australia,Oceania,Adelaide,Apple Pencil (2nd Gen),Accessories,,Silver,125.8,0,1,125.8,125.8,AUD,1.53,192.47,Online (Apple.com),Gift Card,Government,25–34,,,Kept
APPL-00000363,2022-01-12,2022,Q1,January,Australia,Oceania,Gold Coast,iPad Pro 11-inch (M2),iPad,512 GB,Silver,748.65,2,1,733.68,733.68,AUD,1.53,1122.53,Apple Store,Gift Card,Education,25–34,,3.5,Kept
APPL-00006184,2022-09-07,2022,Q3,September,New Zealand,Oceania,Auckland,AirPods (3rd Gen),AirPods,,White,162.51,7,1,151.13,151.13,NZD,1.63,246.34,Corporate / B2B,Gift Card,Education,35–44,,3.7,Kept
APPL-00006401,2022-11-22,2022,Q4,November,New Zealand,Oceania,Wellington,Mac Pro (M2 Ultra),Mac,256 GB SSD,Midnight,7065.31,0,2,7065.31,14130.62,NZD,1.63,23032.91,Carrier Store,Credit Card,Government,45–54,,,Kept
APPL-00006358,2024-05-27,2024,Q2,May,New Zealand,Oceania,Palmerston North,iPhone 14 Pro,iPhone,512 GB,Silver,867.92,0,3,867.92,2603.76,NZD,1.63,4244.13,Carrier Store,Apple Pay,Individual,55+,Android,3.9,Kept
APPL-00006206,2024-04-28,2024,Q2,April,New Zealand,Oceania,Auckland,Magic Trackpad,Accessories,,Black,133.52,7,1,124.17,124.17,NZD,1.63,202.4,Authorized Reseller,EMI / Installment,Education,35–44,,,Kept
APPL-00000346,2022-11-21,2022,Q4,November,Australia,Oceania,Darwin,iPad (10th Generation),iPad,512 GB,Purple,441.56,15,1,375.33,375.33,AUD,1.53,574.25,Corporate / B2B,Credit Card,Business,35–44,,4.0,Kept
APPL-00000507,2022-02-16,2022,Q1,February,Australia,Oceania,Sydney,Apple Watch Ultra 2,Apple Watch,,Silver,831.97,5,2,790.37,1580.74,AUD,1.53,2418.53,Authorized Reseller,Gift Card,Individual,25–34,,4.4,Kept
APPL-00000325,2023-04-06,2023,Q2,April,Australia,Oceania,Canberra,Apple Watch SE (2nd Gen),Apple Watch,,Silver,244.78,0,6,244.78,1468.68,AUD,1.53,2247.08,Third-Party Retailer,Cash,Education,35–44,,,Kept
APPL-00000317,2022-11-29,2022,Q4,November,Australia,Oceania,Canberra,iPhone 14,iPhone,256 GB,Blue Titanium,841.14,0,2,841.14,1682.28,AUD,1.53,2573.89,Corporate / B2B,EMI / Installment,Education,55+,iOS 17,3.7,Kept
APPL-00010831,2024-10-01,2024,Q4,October,United Kingdom,Europe,Bristol,Apple TV 4K (3rd Gen),Accessories,,Space Gray,119.88,10,1,107.89,107.89,GBP,0.79,85.23,Authorized Reseller,Cash,Education,55+,,,Kept
APPL-00003132,2024-04-19,2024,Q2,April,Finland,Europe,Tampere,iPhone 15 Pro Max,iPhone,1 TB,Green,1127.99,15,3,958.79,2876.37,EUR,0.92,2646.26,Authorized Reseller,Credit Card,Education,45–54,Android,4.7,Kept
APPL-00001075,2024-10-05,2024,Q4,October,Belgium,Europe,Brussels,HomePod mini,Accessories,,White,94.26,5,1,89.55,89.55,EUR,0.92,82.39,Online (Apple.com),EMI / Installment,Government,45–54,,,Kept
APPL-00006070,2024-08-06,2024,Q3,August,Netherlands,Europe,Nijmegen,Mac Pro (M2 Ultra),Mac,1 TB SSD,Silver,7225.63,0,2,7225.63,14451.26,EUR,0.92,13295.16,Online (Apple.com),Gift Card,Government,55+,,3.7,Kept
APPL-00004406,2023-07-31,2023,Q3,July,Ireland,Europe,Bray,AirPods Max,AirPods,,Starlight,555.23,15,1,471.95,471.95,EUR,0.92,434.19,Corporate / B2B,Cash,Business,18–24,,,Kept
APPL-00001120,2022-03-13,2022,Q1,March,Belgium,Europe,Liège,AirPods (3rd Gen),AirPods,,Midnight,166.32,0,2,166.32,332.64,EUR,0.92,306.03,Apple Store,EMI / Installment,Government,35–44,,4.7,Kept
APPL-00004820,2024-04-01,2024,Q2,April,Italy,Europe,Trieste,iPhone 14 Pro Max,iPhone,64 GB,Black Titanium,960.29,3,2,931.48,1862.96,EUR,0.92,1713.92,Third-Party Retailer,Gift Card,Business,18–24,New User,4.6,Kept
APPL-00004429,2024-05-21,2024,Q2,May,Ireland,Europe,Cork,Magic Keyboard,Accessories,,Space Gray,103.5,3,1,100.39,100.39,EUR,0.92,92.36,Third-Party Retailer,Cash,Government,55+,,4.7,Returned
APPL-00010838,2022-02-24,2022,Q1,February,United Kingdom,Europe,Cardiff,iPhone SE (3rd Gen),iPhone,512 GB,Deep Purple,411.77,0,1,411.77,411.77,GBP,0.79,325.3,Carrier Store,EMI / Installment,Individual,25–34,Android,4.5,Kept
APPL-00009322,2024-04-30,2024,Q2,April,Sweden,Europe,Gothenburg,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Midnight,1959.32,0,1,1959.32,1959.32,SEK,10.55,20670.83,Carrier Store,Debit Card,Individual,35–44,,4.3,Kept
APPL-00006837,2023-04-10,2023,Q2,April,Norway,Europe,Tromsø,Apple TV 4K (3rd Gen),Accessories,,Silver,130.19,2,2,127.59,255.18,NOK,10.65,2717.67,Third-Party Retailer,Cash,Individual,45–54,,,Kept
APPL-00004583,2022-05-14,2022,Q2,May,Ireland,Europe,Navan,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Silver,2489.33,2,5,2439.54,12197.7,EUR,0.92,11221.88,Authorized Reseller,Gift Card,Business,55+,,4.3,Kept
APPL-00011031,2023-07-07,2023,Q3,July,United Kingdom,Europe,Southampton,Magic Keyboard,Accessories,,Silver,100.17,2,1,98.17,98.17,GBP,0.79,77.55,Online (Apple.com),Credit Card,Education,55+,,3.1,Kept
APPL-00009507,2022-01-18,2022,Q1,January,Sweden,Europe,Västerås,iPhone 14 Plus,iPhone,512 GB,White Titanium,873.04,15,1,742.08,742.08,SEK,10.55,7828.94,Carrier Store,Credit Card,Government,55+,Android,,Kept
APPL-00007766,2024-08-19,2024,Q3,August,Portugal,Europe,Funchal,iPad Air (M1),iPad,256 GB,Blue,596.61,5,2,566.78,1133.56,EUR,0.92,1042.88,Third-Party Retailer,Cash,Government,35–44,,4.4,Kept
APPL-00009720,2024-10-29,2024,Q4,October,Switzerland,Europe,Lugano,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Starlight,2425.56,0,2,2425.56,4851.12,CHF,0.88,4268.99,Third-Party Retailer,Gift Card,Education,18–24,,3.1,Kept
APPL-00004528,2024-10-21,2024,Q4,October,Ireland,Europe,Ennis,iPad Pro 11-inch (M2),iPad,512 GB,Silver,775.38,0,1,775.38,775.38,EUR,0.92,713.35,Carrier Store,Apple Pay,Government,45–54,,3.7,Kept
APPL-00000534,2023-09-15,2023,Q3,September,Austria,Europe,Dornbirn,iPhone 13 Pro,iPhone,512 GB,Midnight,931.65,10,1,838.49,838.49,EUR,0.92,771.41,Online (Apple.com),Net Banking,Individual,35–44,Other,3.6,Kept
APPL-00003243,2024-04-23,2024,Q2,April,France,Europe,Le Havre,iPhone 15 Pro,iPhone,128 GB,Blue Titanium,1044.04,0,1,1044.04,1044.04,EUR,0.92,960.52,Authorized Reseller,Net Banking,Business,45–54,Android,,Kept
APPL-00003651,2023-05-13,2023,Q2,May,Germany,Europe,Nuremberg,Apple Watch Ultra 2,Apple Watch,,Product Red,845.23,0,2,845.23,1690.46,EUR,0.92,1555.22,Carrier Store,Debit Card,Education,45–54,,3.9,Kept
APPL-00003029,2024-12-10,2024,Q4,December,Finland,Europe,Kouvola,MacBook Air 15-inch (M2),Mac,256 GB SSD,Midnight,1211.17,7,2,1126.39,2252.78,EUR,0.92,2072.56,Corporate / B2B,Debit Card,Government,55+,,,Kept
APPL-00001186,2022-01-04,2022,Q1,January,Belgium,Europe,Namur,Magic Mouse,Accessories,,White,82.23,0,1,82.23,82.23,EUR,0.92,75.65,Apple Store,EMI / Installment,Business,45–54,,,Kept
APPL-00010941,2024-11-09,2024,Q4,November,United Kingdom,Europe,London,MacBook Air 15-inch (M2),Mac,2 TB SSD,Midnight,1322.75,7,4,1230.16,4920.64,GBP,0.79,3887.31,Authorized Reseller,Gift Card,Government,35–44,,4.4,Kept
APPL-00011041,2024-09-06,2024,Q3,September,United Kingdom,Europe,Southampton,iMac 24-inch (M3),Mac,512 GB SSD,Space Gray,1361.33,15,4,1157.13,4628.52,GBP,0.79,3656.53,Online (Apple.com),Cash,Individual,25–34,,,Returned
APPL-00004863,2023-01-03,2023,Q1,January,Italy,Europe,Verona,iPad Mini (6th Gen),iPad,1 TB,Gold,482.0,10,1,433.8,433.8,EUR,0.92,399.1,Carrier Store,Debit Card,Government,25–34,,3.6,Kept
APPL-00001076,2022-01-28,2022,Q1,January,Belgium,Europe,Ghent,Mac mini (M2),Mac,256 GB SSD,Gold,555.56,2,2,544.45,1088.9,EUR,0.92,1001.79,Third-Party Retailer,Debit Card,Education,25–34,,3.7,Exchanged
APPL-00007742,2022-02-05,2022,Q1,February,Portugal,Europe,Funchal,iPhone 14 Pro Max,iPhone,1 TB,Starlight,1025.42,0,3,1025.42,3076.26,EUR,0.92,2830.16,Online (Apple.com),EMI / Installment,Business,18–24,iOS 15,3.8,Kept
APPL-00004578,2024-10-26,2024,Q4,October,Ireland,Europe,Limerick,Mac mini (M2),Mac,512 GB SSD,Starlight,619.28,15,4,526.39,2105.56,EUR,0.92,1937.12,Carrier Store,EMI / Installment,Education,18–24,,4.4,Kept
APPL-00006775,2023-02-26,2023,Q1,February,Norway,Europe,Sandnes,iPad Mini (6th Gen),iPad,2 TB,Blue,529.35,15,2,449.95,899.9,NOK,10.65,9583.93,Third-Party Retailer,Gift Card,Government,45–54,,4.4,Kept
APPL-00003451,2024-09-10,2024,Q3,September,Germany,Europe,Berlin,iPhone 13 Pro,iPhone,256 GB,Starlight,944.53,5,1,897.3,897.3,EUR,0.92,825.52,Carrier Store,Gift Card,Education,18–24,Other,4.9,Kept
APPL-00010849,2024-02-03,2024,Q1,February,United Kingdom,Europe,Cardiff,iPad Pro 12.9-inch (M2),iPad,1 TB,Space Gray,1029.42,7,2,957.36,1914.72,GBP,0.79,1512.63,Corporate / B2B,Credit Card,Education,25–34,,,Kept
APPL-00004758,2024-05-26,2024,Q2,May,Italy,Europe,Padua,MacBook Air 15-inch (M2),Mac,1 TB SSD,Silver,1244.57,2,1,1219.68,1219.68,EUR,0.92,1122.11,Corporate / B2B,Apple Pay,Government,55+,,3.3,Kept
APPL-00000552,2022-05-10,2022,Q2,May,Austria,Europe,Graz,iPad Pro 12.9-inch (M2),iPad,128 GB,Purple,1148.37,0,2,1148.37,2296.74,EUR,0.92,2113.0,Apple Store,Net Banking,Business,25–34,,,Kept
APPL-00003379,2022-12-21,2022,Q4,December,France,Europe,Reims,HomePod mini,Accessories,,Black,101.09,10,2,90.98,181.96,EUR,0.92,167.4,Authorized Reseller,Net Banking,Government,35–44,,,Kept
APPL-00003590,2023-11-16,2023,Q4,November,Germany,Europe,Hamburg,Apple TV 4K (3rd Gen),Accessories,,Black,128.18,7,1,119.21,119.21,EUR,0.92,109.67,Carrier Store,Credit Card,Government,35–44,,,Kept
APPL-00009229,2024-07-24,2024,Q3,July,Spain,Europe,Seville,iPad Pro 11-inch (M2),iPad,64 GB,Space Gray,820.77,0,1,820.77,820.77,EUR,0.92,755.11,Online (Apple.com),Gift Card,Education,18–24,,,Kept
APPL-00009712,2024-02-19,2024,Q1,February,Switzerland,Europe,Lugano,iPhone 14 Pro Max,iPhone,128 GB,Product Red,975.52,2,1,956.01,956.01,CHF,0.88,841.29,Corporate / B2B,Cash,Individual,35–44,Android,4.1,Kept
APPL-00007731,2024-05-12,2024,Q2,May,Portugal,Europe,Coimbra,iPad (10th Generation),iPad,2 TB,Space Gray,454.14,0,4,454.14,1816.56,EUR,0.92,1671.24,Third-Party Retailer,Apple Pay,Business,55+,,3.4,Kept
APPL-00006110,2023-07-04,2023,Q3,July,Netherlands,Europe,The Hague,iPhone 15 Pro Max,iPhone,512 GB,Yellow,1226.03,10,1,1103.43,1103.43,EUR,0.92,1015.16,Third-Party Retailer,Gift Card,Individual,55+,iOS 16,,Kept
APPL-00010929,2023-05-01,2023,Q2,May,United Kingdom,Europe,London,Mac Pro (M2 Ultra),Mac,1 TB SSD,Gold,6791.61,7,5,6316.2,31581.0,GBP,0.79,24948.99,Online (Apple.com),Gift Card,Education,35–44,,4.8,Kept
APPL-00005960,2023-01-28,2023,Q1,January,Netherlands,Europe,Amsterdam,Mac Pro (M2 Ultra),Mac,512 GB SSD,Silver,6841.98,7,1,6363.04,6363.04,EUR,0.92,5854.0,Third-Party Retailer,Credit Card,Education,55+,,4.8,Kept
APPL-00009371,2023-06-23,2023,Q2,June,Sweden,Europe,Jönköping,iPhone 14 Pro Max,iPhone,512 GB,Black,1076.34,0,2,1076.34,2152.68,SEK,10.55,22710.77,Authorized Reseller,Net Banking,Individual,18–24,Other,3.8,Kept
APPL-00000669,2024-05-19,2024,Q2,May,Austria,Europe,Salzburg,Apple TV 4K (3rd Gen),Accessories,,Black,126.36,7,1,117.51,117.51,EUR,0.92,108.11,Authorized Reseller,Net Banking,Education,55+,,4.3,Exchanged
APPL-00009659,2022-10-26,2022,Q4,October,Switzerland,Europe,Lausanne,Apple Pencil (2nd Gen),Accessories,,Black,137.18,3,1,133.06,133.06,CHF,0.88,117.09,Authorized Reseller,Debit Card,Education,25–34,,3.4,Kept
APPL-00003317,2023-06-14,2023,Q2,June,France,Europe,Montpellier,Apple Pencil (1st Gen),Accessories,,Silver,106.12,0,5,106.12,530.6,EUR,0.92,488.15,Authorized Reseller,Cash,Education,45–54,,4.7,Kept
APPL-00009219,2023-05-24,2023,Q2,May,Spain,Europe,Seville,iMac 24-inch (M3),Mac,256 GB SSD,Space Gray,1357.44,2,2,1330.29,2660.58,EUR,0.92,2447.73,Authorized Reseller,Apple Pay,Individual,55+,,4.7,Kept
APPL-00010978,2024-07-23,2024,Q3,July,United Kingdom,Europe,Newcastle,USB-C Woven Charge Cable,Accessories,,Space Gray,29.97,3,1,29.07,29.07,GBP,0.79,22.97,Carrier Store,Gift Card,Government,18–24,,3.1,Kept
APPL-00006755,2023-03-19,2023,Q1,March,Norway,Europe,Oslo,Apple Pencil (1st Gen),Accessories,,White,100.06,0,2,100.06,200.12,NOK,10.65,2131.28,Authorized Reseller,EMI / Installment,Individual,45–54,,3.5,Kept
APPL-00009508,2022-01-29,2022,Q1,January,Sweden,Europe,Västerås,iPhone 14,iPhone,512 GB,Midnight,814.13,2,1,797.85,797.85,SEK,10.55,8417.32,Apple Store,Cash,Individual,45–54,iOS 15,3.6,Kept
APPL-00006785,2024-06-03,2024,Q2,June,Norway,Europe,Sandnes,Mac Pro (M2 Ultra),Mac,512 GB SSD,Space Gray,7384.32,3,5,7162.79,35813.95,NOK,10.65,381418.57,Third-Party Retailer,Gift Card,Business,35–44,,4.2,Kept
APPL-00009791,2024-09-11,2024,Q3,September,Switzerland,Europe,Zurich,MagSafe Charger,Accessories,,Silver,41.49,0,1,41.49,41.49,CHF,0.88,36.51,Online (Apple.com),Debit Card,Business,18–24,,4.3,Kept
APPL-00009263,2022-11-25,2022,Q4,November,Spain,Europe,Vigo,AirPods Max,AirPods,,Sky,542.45,0,6,542.45,3254.7,EUR,0.92,2994.32,Online (Apple.com),Cash,Education,25–34,,4.8,Returned
APPL-00003642,2022-03-21,2022,Q1,March,Germany,Europe,Nuremberg,Apple Watch SE (2nd Gen),Apple Watch,,Midnight,243.1,10,1,218.79,218.79,EUR,0.92,201.29,Apple Store,Net Banking,Education,18–24,,3.9,Kept
APPL-00010938,2024-05-21,2024,Q2,May,United Kingdom,Europe,London,iPhone 13 Mini,iPhone,1 TB,Midnight,562.63,0,1,562.63,562.63,GBP,0.79,444.48,Online (Apple.com),Cash,Education,35–44,iOS 16,,Kept
APPL-00009786,2024-04-09,2024,Q2,April,Switzerland,Europe,Zurich,Magic Keyboard,Accessories,,White,98.65,0,2,98.65,197.3,CHF,0.88,173.62,Apple Store,Apple Pay,Education,55+,,,Kept
APPL-00003518,2023-12-28,2023,Q4,December,Germany,Europe,Dortmund,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Midnight,2006.89,0,1,2006.89,2006.89,EUR,0.92,1846.34,Corporate / B2B,Cash,Business,35–44,,4.8,Kept
APPL-00003453,2022-03-07,2022,Q1,March,Germany,Europe,Bochum,iPhone 15 Plus,iPhone,128 GB,Midnight,942.88,3,1,914.59,914.59,EUR,0.92,841.42,Corporate / B2B,Apple Pay,Business,45–54,Android,4.3,Kept
APPL-00004817,2023-08-07,2023,Q3,August,Italy,Europe,Trieste,iPad Air (M1),iPad,256 GB,Gold,593.49,15,1,504.47,504.47,EUR,0.92,464.11,Third-Party Retailer,EMI / Installment,Government,55+,,4.6,Kept
APPL-00009323,2024-06-01,2024,Q2,June,Sweden,Europe,Gothenburg,iPad Mini (6th Gen),iPad,256 GB,Space Gray,473.84,5,1,450.15,450.15,SEK,10.55,4749.08,Apple Store,Cash,Individual,55+,,3.3,Kept
APPL-00004615,2023-12-15,2023,Q4,December,Ireland,Europe,Waterford,AirPods (2nd Gen),AirPods,,White,138.0,0,1,138.0,138.0,EUR,0.92,126.96,Authorized Reseller,Debit Card,Government,45–54,,4.1,Kept
APPL-00010809,2022-12-25,2022,Q4,December,United Kingdom,Europe,Birmingham,iPad Air (M1),iPad,256 GB,Gold,633.21,0,1,633.21,633.21,GBP,0.79,500.24,Authorized Reseller,Credit Card,Individual,25–34,,3.3,Kept
APPL-00002964,2023-07-24,2023,Q3,July,Finland,Europe,Helsinki,iPhone 15,iPhone,64 GB,Midnight,860.11,0,4,860.11,3440.44,EUR,0.92,3165.2,Third-Party Retailer,Apple Pay,Individual,45–54,iOS 15,4.7,Returned
APPL-00006875,2023-01-17,2023,Q1,January,Pakistan,Asia,Faisalabad,iPhone SE (3rd Gen),iPhone,128 GB,White Titanium,460.35,0,1,460.35,460.35,PKR,279.0,128437.65,Third-Party Retailer,Net Banking,Business,45–54,iOS 16,4.5,Kept
APPL-00005590,2024-06-03,2024,Q2,June,Malaysia,Asia,Petaling Jaya,iPad Pro 11-inch (M2),iPad,64 GB,Purple,758.82,10,2,682.94,1365.88,MYR,4.71,6433.29,Authorized Reseller,Gift Card,Business,18–24,,,Kept
APPL-00004150,2022-03-02,2022,Q1,March,Indonesia,Asia,Bandung,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Midnight,2068.24,5,1,1964.83,1964.83,IDR,15700.0,30847831.0,Authorized Reseller,EMI / Installment,Business,18–24,,4.7,Kept
APPL-00010079,2024-04-05,2024,Q2,April,Thailand,Asia,Bangkok,Apple Watch SE (2nd Gen),Apple Watch,,Natural,259.14,5,1,246.18,246.18,THB,35.2,8665.54,Online (Apple.com),Gift Card,Education,55+,,4.1,Kept
APPL-00000950,2024-01-12,2024,Q1,January,Bangladesh,Asia,Rajshahi,MacBook Air 15-inch (M2),Mac,2 TB SSD,Starlight,1196.97,0,2,1196.97,2393.94,BDT,110.0,263333.4,Online (Apple.com),Net Banking,Education,25–34,,4.9,Kept
APPL-00005447,2023-01-02,2023,Q1,January,Malaysia,Asia,Ipoh,iPhone 15 Pro,iPhone,128 GB,Deep Purple,1046.05,2,6,1025.13,6150.78,MYR,4.71,28970.17,Corporate / B2B,Net Banking,Individual,35–44,New User,3.5,Kept
APPL-00008526,2024-05-18,2024,Q2,May,Singapore,Asia,Singapore,MacBook Pro 16-inch (M3 Pro),Mac,1 TB SSD,Silver,2528.03,10,3,2275.23,6825.69,SGD,1.34,9146.42,Carrier Store,EMI / Installment,Business,25–34,,3.6,Kept
APPL-00005418,2023-12-05,2023,Q4,December,Malaysia,Asia,George Town,AirPods (2nd Gen),AirPods,,Starlight,138.73,0,1,138.73,138.73,MYR,4.71,653.42,Carrier Store,EMI / Installment,Business,25–34,,,Kept
APPL-00003778,2022-10-04,2022,Q4,October,Hong Kong,Asia,Sha Tin,HomePod mini,Accessories,,Black,103.44,0,1,103.44,103.44,HKD,7.82,808.9,Corporate / B2B,Net Banking,Education,35–44,,,Kept
APPL-00003788,2023-11-30,2023,Q4,November,Hong Kong,Asia,Sha Tin,iPhone 13 Pro Max,iPhone,64 GB,Deep Purple,1112.47,15,3,945.6,2836.8,HKD,7.82,22183.78,Apple Store,Gift Card,Business,55+,Android,,Kept
APPL-00005109,2024-11-22,2024,Q4,November,Japan,Asia,Sendai,Magic Mouse,Accessories,,Black,80.57,2,1,78.96,78.96,JPY,149.8,11828.21,Online (Apple.com),Gift Card,Government,18–24,,3.0,Kept
APPL-00005562,2024-06-06,2024,Q2,June,Malaysia,Asia,Kuala Lumpur,iPhone 14 Plus,iPhone,512 GB,Product Red,947.9,0,3,947.9,2843.7,MYR,4.71,13393.83,Apple Store,Debit Card,Business,25–34,Other,4.7,Kept
APPL-00004006,2024-10-11,2024,Q4,October,India,Asia,Hyderabad,iPhone 14 Plus,iPhone,64 GB,Starlight,871.38,2,1,853.95,853.95,INR,83.5,71304.82,Authorized Reseller,Net Banking,Education,55+,iOS 16,,Kept
APPL-00004088,2023-09-21,2023,Q3,September,India,Asia,Patna,iPad Pro 12.9-inch (M2),iPad,128 GB,Starlight,1047.84,10,1,943.06,943.06,INR,83.5,78745.51,Online (Apple.com),Apple Pay,Business,55+,,4.9,Kept
APPL-00011338,2024-04-13,2024,Q2,April,Vietnam,Asia,Can Tho,iPad (10th Generation),iPad,64 GB,Silver,437.81,5,2,415.92,831.84,VND,24500.0,20380080.0,Corporate / B2B,Gift Card,Government,18–24,,3.5,Kept
APPL-00009849,2022-12-11,2022,Q4,December,Taiwan,Asia,Hsinchu,HomePod (2nd Gen),Accessories,,White,284.88,15,1,242.15,242.15,TWD,31.8,7700.37,Authorized Reseller,EMI / Installment,Individual,45–54,,3.1,Kept
APPL-00000779,2023-01-04,2023,Q1,January,Bangladesh,Asia,Comilla,Magic Trackpad,Accessories,,Space Gray,118.72,0,1,118.72,118.72,BDT,110.0,13059.2,Online (Apple.com),Apple Pay,Education,25–34,,3.3,Kept
APPL-00006893,2023-06-15,2023,Q2,June,Pakistan,Asia,Gujranwala,iPhone 15 Plus,iPhone,64 GB,Black,922.09,7,1,857.54,857.54,PKR,279.0,239253.66,Corporate / B2B,Cash,Government,35–44,iOS 17,4.2,Kept
APPL-00004063,2024-04-05,2024,Q2,April,India,Asia,Mumbai,Apple Watch Series 9,Apple Watch,,Natural,422.79,15,1,359.37,359.37,INR,83.5,30007.4,Apple Store,Credit Card,Government,25–34,,4.4,Kept
APPL-00000817,2023-03-07,2023,Q1,March,Bangladesh,Asia,Dhaka,iPad Air (M1),iPad,1 TB,Blue,623.36,3,1,604.66,604.66,BDT,110.0,66512.6,Corporate / B2B,Credit Card,Government,18–24,,,Kept
APPL-00000941,2023-03-17,2023,Q1,March,Bangladesh,Asia,Rajshahi,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Midnight,2563.18,2,2,2511.92,5023.84,BDT,110.0,552622.4,Authorized Reseller,Cash,Individual,55+,,4.8,Kept
APPL-00007294,2022-12-14,2022,Q4,December,Philippines,Asia,Quezon City,AirPods (2nd Gen),AirPods,,Midnight,132.21,5,2,125.6,251.2,PHP,56.5,14192.8,Online (Apple.com),Gift Card,Business,25–34,,,Kept
APPL-00004968,2022-10-18,2022,Q4,October,Japan,Asia,Kyoto,MacBook Air 13-inch (M2),Mac,256 GB SSD,Midnight,1130.13,0,1,1130.13,1130.13,JPY,149.8,169293.47,Online (Apple.com),Credit Card,Government,25–34,,4.1,Kept
APPL-00005129,2024-08-30,2024,Q3,August,Japan,Asia,Tokyo,iPad (10th Generation),iPad,1 TB,Space Gray,466.86,7,1,434.18,434.18,JPY,149.8,65040.16,Online (Apple.com),Cash,Government,35–44,,4.0,Kept
APPL-00002128,2022-04-01,2022,Q2,April,China,Asia,Tianjin,HomePod mini,Accessories,,White,97.86,0,1,97.86,97.86,CNY,7.24,708.51,Third-Party Retailer,Debit Card,Government,18–24,,4.3,Kept
APPL-00003799,2024-08-11,2024,Q3,August,Hong Kong,Asia,Sha Tin,Apple Pencil (1st Gen),Accessories,,Space Gray,94.61,5,1,89.88,89.88,HKD,7.82,702.86,Online (Apple.com),Credit Card,Government,25–34,,3.7,Kept
APPL-00005537,2022-02-12,2022,Q1,February,Malaysia,Asia,Kuala Lumpur,iMac 24-inch (M3),Mac,512 GB SSD,Midnight,1208.49,5,1,1148.07,1148.07,MYR,4.71,5407.41,Online (Apple.com),Debit Card,Government,55+,,3.3,Kept
APPL-00010239,2022-07-04,2022,Q3,July,Thailand,Asia,Pattaya,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Space Gray,2444.11,10,1,2199.7,2199.7,THB,35.2,77429.44,Carrier Store,Apple Pay,Government,35–44,,4.0,Kept
APPL-00010206,2023-04-12,2023,Q2,April,Thailand,Asia,Nonthaburi,Apple Pencil (1st Gen),Accessories,,White,93.99,15,2,79.89,159.78,THB,35.2,5624.26,Apple Store,Debit Card,Individual,35–44,,4.2,Kept
APPL-00005569,2022-10-27,2022,Q4,October,Malaysia,Asia,Petaling Jaya,iPhone 14,iPhone,512 GB,Starlight,761.63,7,1,708.32,708.32,MYR,4.71,3336.19,Apple Store,Debit Card,Business,45–54,New User,,Kept
APPL-00009945,2023-12-29,2023,Q4,December,Taiwan,Asia,New Taipei,AirPods Pro (2nd Gen),AirPods,,White,236.94,7,2,220.35,440.7,TWD,31.8,14014.26,Corporate / B2B,Apple Pay,Education,35–44,,4.5,Kept
APPL-00004927,2022-10-03,2022,Q4,October,Japan,Asia,Kitakyushu,iPhone 14,iPhone,1 TB,Green,792.38,3,1,768.61,768.61,JPY,149.8,115137.78,Apple Store,Debit Card,Individual,45–54,iOS 17,4.0,Kept
APPL-00005057,2023-06-26,2023,Q2,June,Japan,Asia,Sakai,USB-C Woven Charge Cable,Accessories,,White,30.61,5,1,29.08,29.08,JPY,149.8,4356.18,Carrier Store,Credit Card,Education,45–54,,4.1,Kept
APPL-00006885,2022-06-14,2022,Q2,June,Pakistan,Asia,Gujranwala,Apple Watch Series 9,Apple Watch,,Starlight,382.04,0,2,382.04,764.08,PKR,279.0,213178.32,Authorized Reseller,Gift Card,Education,25–34,,4.4,Kept
APPL-00001997,2024-03-25,2024,Q1,March,China,Asia,Chongqing,AirPods (3rd Gen),AirPods,,White,174.05,3,2,168.83,337.66,CNY,7.24,2444.66,Apple Store,Net Banking,Individual,18–24,,3.5,Returned
